label,slug,source,motion_json,features_npz,quality,duration,frames
tỉ mỉ,ti_mi,Dataset/Videos/W03379.mp4,motions/ti_mi/w03379.json,features/ti_mi/w03379.npz,0.9888,3.8705,60
tỉ số,ti_so,Dataset/Videos/W03380.mp4,motions/ti_so/w03380.json,features/ti_so/w03380.npz,0.952,3.8372,60
tỉ số phần trăm,ti_so_phan_tram,Dataset/Videos/W03381.mp4,motions/ti_so_phan_tram/w03381.json,features/ti_so_phan_tram/w03381.npz,0.9739,2.9029,60
tí hon,ti_hon,Dataset/Videos/W03383.mp4,motions/ti_hon/w03383.json,features/ti_hon/w03383.npz,0.9935,3.3367,60
tia chớp,tia_chop,Dataset/Videos/W03386.mp4,motions/tia_chop/w03386.json,features/tia_chop/w03386.npz,0.9739,2.9029,60
tia nắng,tia_nang,Dataset/Videos/W03387.mp4,motions/tia_nang/w03387.json,features/tia_nang/w03387.npz,0.9816,3.5369,60
tia số,tia_so,Dataset/Videos/W03388.mp4,motions/tia_so/w03388.json,features/tia_so/w03388.npz,0.965,3.4034,60
tích (số),tich_so,Dataset/Videos/W03390.mp4,motions/tich_so/w03390.json,features/tich_so/w03390.npz,0.9901,4.371,60
tích cực,tich_cuc,Dataset/Videos/W03391.mp4,motions/tich_cuc/w03391.json,features/tich_cuc/w03391.npz,0.9594,3.4701,60
tiếc,tiec,Dataset/Videos/W03392B.mp4,motions/tiec/w03392b.json,features/tiec/w03392b.npz,0.9853,4.4378,60
tiếc,tiec,Dataset/Videos/W03392N.mp4,motions/tiec/w03392n.json,features/tiec/w03392n.npz,0.6732,6.006,60
tiếc,tiec,Dataset/Videos/W03392T.mp4,motions/tiec/w03392t.json,features/tiec/w03392t.npz,0.9902,4.4378,60
tiệc,tiec,Dataset/Videos/W03393.mp4,motions/tiec/w03393.json,features/tiec/w03393.npz,0.9847,2.8362,60
tiêm,tiem,Dataset/Videos/W03394.mp4,motions/tiem/w03394.json,features/tiem/w03394.npz,0.9972,3.9373,60
Tiền Giang,tien_giang,Dataset/Videos/W03398.mp4,motions/tien_giang/w03398.json,features/tien_giang/w03398.npz,0.9327,7.5742,60
tiến sĩ,tien_si,Dataset/Videos/W03405.mp4,motions/tien_si/w03405.json,features/tien_si/w03405.npz,0.9821,3.637,60
tiện nghi,tien_nghi,Dataset/Videos/W03407.mp4,motions/tien_nghi/w03407.json,features/tien_nghi/w03407.npz,0.9732,3.2366,60
tiếng Anh,tieng_anh,Dataset/Videos/W03409B.mp4,motions/tieng_anh/w03409b.json,features/tieng_anh/w03409b.npz,0.9867,4.0707,60
tiếng Anh,tieng_anh,Dataset/Videos/W03409N.mp4,motions/tieng_anh/w03409n.json,features/tieng_anh/w03409n.npz,0.562,2.3023,60
tiếng Anh,tieng_anh,Dataset/Videos/W03409T.mp4,motions/tieng_anh/w03409t.json,features/tieng_anh/w03409t.npz,0.562,2.3023,60
tiếng nói,tieng_noi,Dataset/Videos/W03414.mp4,motions/tieng_noi/w03414.json,features/tieng_noi/w03414.npz,0.9859,3.0697,60
tiếp nhận,tiep_nhan,Dataset/Videos/W03416.mp4,motions/tiep_nhan/w03416.json,features/tiep_nhan/w03416.npz,0.9723,3.1365,60
tiếp theo,tiep_theo,Dataset/Videos/W03418.mp4,motions/tiep_theo/w03418.json,features/tiep_theo/w03418.npz,0.9485,2.7361,60
tiếp thu,tiep_thu,Dataset/Videos/W03419.mp4,motions/tiep_thu/w03419.json,features/tiep_thu/w03419.npz,0.9649,3.7037,60
tiếp tục,tiep_tuc,Dataset/Videos/W03421B.mp4,motions/tiep_tuc/w03421b.json,features/tiep_tuc/w03421b.npz,0.9888,4.8382,60
tiếp tục,tiep_tuc,Dataset/Videos/W03421N.mp4,motions/tiep_tuc/w03421n.json,features/tiep_tuc/w03421n.npz,0.675,2.2689,60
tiếp tục,tiep_tuc,Dataset/Videos/W03421T.mp4,motions/tiep_tuc/w03421t.json,features/tiep_tuc/w03421t.npz,0.6654,2.2689,60
tiết kiệm,tiet_kiem,Dataset/Videos/W03422B.mp4,motions/tiet_kiem/w03422b.json,features/tiet_kiem/w03422b.npz,0.959,6.373,60
tiết kiệm,tiet_kiem,Dataset/Videos/W03422N.mp4,motions/tiet_kiem/w03422n.json,features/tiet_kiem/w03422n.npz,0.6491,2.9363,60
tiết kiệm,tiet_kiem,Dataset/Videos/W03422T.mp4,motions/tiet_kiem/w03422t.json,features/tiet_kiem/w03422t.npz,0.9832,3.2366,60
tiêu cực,tieu_cuc,Dataset/Videos/W03424.mp4,motions/tieu_cuc/w03424.json,features/tieu_cuc/w03424.npz,0.8992,3.3367,60
tiêu diệt,tieu_diet,Dataset/Videos/W03425.mp4,motions/tieu_diet/w03425.json,features/tieu_diet/w03425.npz,0.9145,3.1698,60
tiêu hoá,tieu_hoa,Dataset/Videos/W03426.mp4,motions/tieu_hoa/w03426.json,features/tieu_hoa/w03426.npz,0.9938,3.4701,60
thụ phấn (hoa),thu_phan_hoa,Dataset/Videos/W03427.mp4,motions/thu_phan_hoa/w03427.json,features/thu_phan_hoa/w03427.npz,0.686,3.9373,60
tiểu học,tieu_hoc,Dataset/Videos/W03430.mp4,motions/tieu_hoc/w03430.json,features/tieu_hoc/w03430.npz,0.9901,3.2699,60
tim,tim,Dataset/Videos/W03431.mp4,motions/tim/w03431.json,features/tim/w03431.npz,0.9945,3.9373,60
tìm hiểu,tim_hieu,Dataset/Videos/W03433B.mp4,motions/tim_hieu/w03433b.json,features/tim_hieu/w03433b.npz,0.9857,4.5379,60
tìm hiểu,tim_hieu,Dataset/Videos/W03433N.mp4,motions/tim_hieu/w03433n.json,features/tim_hieu/w03433n.npz,0.5827,2.7027,60
tìm hiểu,tim_hieu,Dataset/Videos/W03433T.mp4,motions/tim_hieu/w03433t.json,features/tim_hieu/w03433t.npz,0.9857,4.5379,60
tím tái,tim_tai,Dataset/Videos/W03434.mp4,motions/tim_tai/w03434.json,features/tim_tai/w03434.npz,0.9744,2.9696,60
tin cậy,tin_cay,Dataset/Videos/W03435.mp4,motions/tin_cay/w03435.json,features/tin_cay/w03435.npz,0.986,3.1031,60
tin học,tin_hoc,Dataset/Videos/W03436.mp4,motions/tin_hoc/w03436.json,features/tin_hoc/w03436.npz,0.9748,3.8705,60
tin nhắn,tin_nhan,Dataset/Videos/W03437.mp4,motions/tin_nhan/w03437.json,features/tin_nhan/w03437.npz,0.9793,3.1365,60
tin tức,tin_tuc,Dataset/Videos/W03438.mp4,motions/tin_tuc/w03438.json,features/tin_tuc/w03438.npz,0.9753,2.636,60
thần kì,than_ki,Dataset/Videos/W03445.mp4,motions/than_ki/w03445.json,features/than_ki/w03445.npz,0.5231,3.5702,60
tình cảm,tinh_cam,Dataset/Videos/W03447.mp4,motions/tinh_cam/w03447.json,features/tinh_cam/w03447.npz,0.9952,4.5045,60
tình cờ,tinh_co,Dataset/Videos/W03448.mp4,motions/tinh_co/w03448.json,features/tinh_co/w03448.npz,0.4419,4.9383,60
tình huống,tinh_huong,Dataset/Videos/W03449.mp4,motions/tinh_huong/w03449.json,features/tinh_huong/w03449.npz,0.9705,4.4044,60
thương yêu,thuong_yeu,Dataset/Videos/W03450B.mp4,motions/thuong_yeu/w03450b.json,features/thuong_yeu/w03450b.npz,0.9873,3.4034,60
thương yêu,thuong_yeu,Dataset/Videos/W03450N.mp4,motions/thuong_yeu/w03450n.json,features/thuong_yeu/w03450n.npz,0.5638,3.8038,60
thương yêu,thuong_yeu,Dataset/Videos/W03450T.mp4,motions/thuong_yeu/w03450t.json,features/thuong_yeu/w03450t.npz,0.5667,3.8038,60
tình yêu,tinh_yeu,Dataset/Videos/W03451.mp4,motions/tinh_yeu/w03451.json,features/tinh_yeu/w03451.npz,0.9772,3.8038,60
tĩnh lặng,tinh_lang,Dataset/Videos/W03452.mp4,motions/tinh_lang/w03452.json,features/tinh_lang/w03452.npz,0.966,5.1051,60
tính cách,tinh_cach,Dataset/Videos/W03454.mp4,motions/tinh_cach/w03454.json,features/tinh_cach/w03454.npz,0.9971,3.7371,60
tính chất,tinh_chat,Dataset/Videos/W03455.mp4,motions/tinh_chat/w03455.json,features/tinh_chat/w03455.npz,0.9726,3.1698,60
tính chất bằng nhau,tinh_chat_bang_nhau,Dataset/Videos/W03456.mp4,motions/tinh_chat_bang_nhau/w03456.json,features/tinh_chat_bang_nhau/w03456.npz,0.9407,4.2042,60
tính chất cơ bản của phân số,tinh_chat_co_ban_cua_phan_so,Dataset/Videos/W03457.mp4,motions/tinh_chat_co_ban_cua_phan_so/w03457.json,features/tinh_chat_co_ban_cua_phan_so/w03457.npz,0.9856,5.2719,60
tính chất giao hoán,tinh_chat_giao_hoan,Dataset/Videos/W03458.mp4,motions/tinh_chat_giao_hoan/w03458.json,features/tinh_chat_giao_hoan/w03458.npz,0.9423,3.5702,60
tính chất kết hợp,tinh_chat_ket_hop,Dataset/Videos/W03459.mp4,motions/tinh_chat_ket_hop/w03459.json,features/tinh_chat_ket_hop/w03459.npz,0.9645,3.6703,60
tính nhẩm,tinh_nham,Dataset/Videos/W03461.mp4,motions/tinh_nham/w03461.json,features/tinh_nham/w03461.npz,0.9765,2.7694,60
tính toán,tinh_toan,Dataset/Videos/W03463.mp4,motions/tinh_toan/w03463.json,features/tinh_toan/w03463.npz,0.9725,4.7381,60
tính từ,tinh_tu,Dataset/Videos/W03464.mp4,motions/tinh_tu/w03464.json,features/tinh_tu/w03464.npz,0.9716,4.2042,60
to lớn,to_lon,Dataset/Videos/W03466.mp4,motions/to_lon/w03466.json,features/to_lon/w03466.npz,0.9597,4.3043,60
tò mò,to_mo,Dataset/Videos/W03467B.mp4,motions/to_mo/w03467b.json,features/to_mo/w03467b.npz,0.4664,4.9383,60
tò mò,to_mo,Dataset/Videos/W03467T.mp4,motions/to_mo/w03467t.json,features/to_mo/w03467t.npz,0.4664,4.9383,60
toa lét,toa_let,Dataset/Videos/W03469.mp4,motions/toa_let/w03469.json,features/toa_let/w03469.npz,0.9852,3.6703,60
toa xe,toa_xe,Dataset/Videos/W03471B.mp4,motions/toa_xe/w03471b.json,features/toa_xe/w03471b.npz,0.6214,5.2719,60
toa xe,toa_xe,Dataset/Videos/W03471N.mp4,motions/toa_xe/w03471n.json,features/toa_xe/w03471n.npz,0.6648,4.2709,60
toa xe,toa_xe,Dataset/Videos/W03471T.mp4,motions/toa_xe/w03471t.json,features/toa_xe/w03471t.npz,0.6648,4.2709,60
toà án,toa_an,Dataset/Videos/W03472B.mp4,motions/toa_an/w03472b.json,features/toa_an/w03472b.npz,0.5725,4.3377,60
toà án,toa_an,Dataset/Videos/W03472N.mp4,motions/toa_an/w03472n.json,features/toa_an/w03472n.npz,0.574,4.8382,60
toà án,toa_an,Dataset/Videos/W03472T.mp4,motions/toa_an/w03472t.json,features/toa_an/w03472t.npz,0.574,4.8382,60
tòa soạn,toa_soan,Dataset/Videos/W03473.mp4,motions/toa_soan/w03473.json,features/toa_soan/w03473.npz,0.983,3.8372,60
tỏa hương,toa_huong,Dataset/Videos/W03474.mp4,motions/toa_huong/w03474.json,features/toa_huong/w03474.npz,0.9801,4.9049,60
toàn cầu,toan_cau,Dataset/Videos/W03476.mp4,motions/toan_cau/w03476.json,features/toan_cau/w03476.npz,0.9881,4.5712,60
tóc xoăn,toc_xoan,Dataset/Videos/W03479.mp4,motions/toc_xoan/w03479.json,features/toc_xoan/w03479.npz,0.9849,4.3043,60
tóm cổ,tom_co,Dataset/Videos/W03480.mp4,motions/tom_co/w03480.json,features/tom_co/w03480.npz,0.9889,4.8715,60
tóm lược,tom_luoc,Dataset/Videos/W03481.mp4,motions/tom_luoc/w03481.json,features/tom_luoc/w03481.npz,0.9976,4.5712,60
tóm tắt,tom_tat,Dataset/Videos/W03482.mp4,motions/tom_tat/w03482.json,features/tom_tat/w03482.npz,0.9838,7.3407,60
tô màu,to_mau,Dataset/Videos/W03486B.mp4,motions/to_mau/w03486b.json,features/to_mau/w03486b.npz,0.6376,4.638,60
tô màu,to_mau,Dataset/Videos/W03486N.mp4,motions/to_mau/w03486n.json,features/to_mau/w03486n.npz,0.5673,4.638,60
tô màu,to_mau,Dataset/Videos/W03486T.mp4,motions/to_mau/w03486t.json,features/to_mau/w03486t.npz,0.5649,4.638,60
tổ chim,to_chim,Dataset/Videos/W03488.mp4,motions/to_chim/w03488.json,features/to_chim/w03488.npz,0.9812,4.0374,60
tôn trọng,ton_trong,Dataset/Videos/W03491.mp4,motions/ton_trong/w03491.json,features/ton_trong/w03491.npz,0.5579,3.7037,60
tôn thờ,ton_tho,Dataset/Videos/W03492.mp4,motions/ton_tho/w03492.json,features/ton_tho/w03492.npz,0.9065,4.8715,60
tổ tiên,to_tien,Dataset/Videos/W03494.mp4,motions/to_tien/w03494.json,features/to_tien/w03494.npz,0.6286,3.7371,60
tổ trưởng,to_truong,Dataset/Videos/W03495.mp4,motions/to_truong/w03495.json,features/to_truong/w03495.npz,0.9879,4.4711,60
tôn trọng,ton_trong,Dataset/Videos/W03501.mp4,motions/ton_trong/w03501.json,features/ton_trong/w03501.npz,0.9844,4.1708,60
tổng (số),tong_so,Dataset/Videos/W03502.mp4,motions/tong_so/w03502.json,features/tong_so/w03502.npz,0.9256,3.9373,60
tổng hợp,tong_hop,Dataset/Videos/W03503.mp4,motions/tong_hop/w03503.json,features/tong_hop/w03503.npz,0.9463,3.8372,60
tổng thống,tong_thong,Dataset/Videos/W03505B.mp4,motions/tong_thong/w03505b.json,features/tong_thong/w03505b.npz,0.4627,4.8048,60
tổng thống,tong_thong,Dataset/Videos/W03505N.mp4,motions/tong_thong/w03505n.json,features/tong_thong/w03505n.npz,0.5765,4.4044,60
tổng thống,tong_thong,Dataset/Videos/W03505T.mp4,motions/tong_thong/w03505t.json,features/tong_thong/w03505t.npz,0.5716,4.4044,60
tống tiền,tong_tien,Dataset/Videos/W03507.mp4,motions/tong_tien/w03507.json,features/tong_tien/w03507.npz,0.9822,4.2709,60
tờ báo,to_bao,Dataset/Videos/W03508B.mp4,motions/to_bao/w03508b.json,features/to_bao/w03508b.npz,0.6023,4.3377,60
tờ báo,to_bao,Dataset/Videos/W03508N.mp4,motions/to_bao/w03508n.json,features/to_bao/w03508n.npz,0.5799,4.1041,60
tờ báo,to_bao,Dataset/Videos/W03508T.mp4,motions/to_bao/w03508t.json,features/to_bao/w03508t.npz,0.5799,4.1041,60
tờ giấy,to_giay,Dataset/Videos/W03509B.mp4,motions/to_giay/w03509b.json,features/to_giay/w03509b.npz,0.6723,4.2709,60
tờ giấy,to_giay,Dataset/Videos/W03509N.mp4,motions/to_giay/w03509n.json,features/to_giay/w03509n.npz,0.5371,4.4044,60
tờ giấy,to_giay,Dataset/Videos/W03509T.mp4,motions/to_giay/w03509t.json,features/to_giay/w03509t.npz,0.5322,4.4044,60
tờ tiền,to_tien,Dataset/Videos/W03512.mp4,motions/to_tien/w03512.json,features/to_tien/w03512.npz,0.9901,4.371,60
Trà Vinh,tra_vinh,Dataset/Videos/W03513.mp4,motions/tra_vinh/w03513.json,features/tra_vinh/w03513.npz,0.9861,3.9039,60
trách mắng,trach_mang,Dataset/Videos/W03514.mp4,motions/trach_mang/w03514.json,features/trach_mang/w03514.npz,0.9818,3.5702,60
trại giam,trai_giam,Dataset/Videos/W03517.mp4,motions/trai_giam/w03517.json,features/trai_giam/w03517.npz,0.9398,3.6036,60
trang trí,trang_tri,Dataset/Videos/W03519.mp4,motions/trang_tri/w03519.json,features/trang_tri/w03519.npz,0.9626,5.5055,60
trà,tra,Dataset/Videos/W03524.mp4,motions/tra/w03524.json,features/tra/w03524.npz,0.6293,4.2709,60
trả (đt),tra_t,Dataset/Videos/W03525.mp4,motions/tra_t/w03525.json,features/tra_t/w03525.npz,0.55,3.0364,60
trả lời,tra_loi,Dataset/Videos/W03526.mp4,motions/tra_loi/w03526.json,features/tra_loi/w03526.npz,0.9558,4.1708,60
trách nhiệm,trach_nhiem,Dataset/Videos/W03528.mp4,motions/trach_nhiem/w03528.json,features/trach_nhiem/w03528.npz,0.9789,5.1385,60
trái nghĩa,trai_nghia,Dataset/Videos/W03531N.mp4,motions/trai_nghia/w03531n.json,features/trai_nghia/w03531n.npz,0.5874,3.8372,60
trái nghĩa,trai_nghia,Dataset/Videos/W03531T.mp4,motions/trai_nghia/w03531t.json,features/trai_nghia/w03531t.npz,0.5846,3.8372,60
trạm xe buýt,tram_xe_buyt,Dataset/Videos/W03534.mp4,motions/tram_xe_buyt/w03534.json,features/tram_xe_buyt/w03534.npz,0.9936,5.0717,60
trạm y tế,tram_y_te,Dataset/Videos/W03535.mp4,motions/tram_y_te/w03535.json,features/tram_y_te/w03535.npz,0.9809,4.5379,60
tràn ngập (nước),tran_ngap_nuoc,Dataset/Videos/W03536.mp4,motions/tran_ngap_nuoc/w03536.json,features/tran_ngap_nuoc/w03536.npz,0.9393,3.5702,60
trang phục,trang_phuc,Dataset/Videos/W03537.mp4,motions/trang_phuc/w03537.json,features/trang_phuc/w03537.npz,0.8461,5.0717,60
tranh luận,tranh_luan,Dataset/Videos/W03542.mp4,motions/tranh_luan/w03542.json,features/tranh_luan/w03542.npz,0.9675,2.3357,60
tai nạn giao thông,tai_nan_giao_thong,Dataset/Videos/W03543.mp4,motions/tai_nan_giao_thong/w03543.json,features/tai_nan_giao_thong/w03543.npz,0.7668,2.8362,60
tránh thai,tranh_thai,Dataset/Videos/W03544.mp4,motions/tranh_thai/w03544.json,features/tranh_thai/w03544.npz,0.9677,4.371,60
trao tặng,trao_tang,Dataset/Videos/W03545.mp4,motions/trao_tang/w03545.json,features/trao_tang/w03545.npz,0.9977,4.8048,60
trăng,trang,Dataset/Videos/W03550B.mp4,motions/trang/w03550b.json,features/trang/w03550b.npz,0.48,4.6713,60
trăng,trang,Dataset/Videos/W03550N.mp4,motions/trang/w03550n.json,features/trang/w03550n.npz,0.4905,7.4074,60
trăng,trang,Dataset/Videos/W03550T.mp4,motions/trang/w03550t.json,features/trang/w03550t.npz,0.492,7.4074,60
trắng muốt,trang_muot,Dataset/Videos/W03552B.mp4,motions/trang_muot/w03552b.json,features/trang_muot/w03552b.npz,0.5625,3.4701,60
trắng muốt,trang_muot,Dataset/Videos/W03552N.mp4,motions/trang_muot/w03552n.json,features/trang_muot/w03552n.npz,0.4626,4.0374,60
trắng muốt,trang_muot,Dataset/Videos/W03552T.mp4,motions/trang_muot/w03552t.json,features/trang_muot/w03552t.npz,0.4653,4.0374,60
trắng tay,trang_tay,Dataset/Videos/W03553.mp4,motions/trang_tay/w03553.json,features/trang_tay/w03553.npz,0.6207,5.4054,60
trầm trồ,tram_tro,Dataset/Videos/W03554.mp4,motions/tram_tro/w03554.json,features/tram_tro/w03554.npz,0.6277,2.7694,60
quạt trần,quat_tran,Dataset/Videos/W03560.mp4,motions/quat_tran/w03560.json,features/quat_tran/w03560.npz,0.5482,4.7047,60
trần nhà,tran_nha,Dataset/Videos/W03562.mp4,motions/tran_nha/w03562.json,features/tran_nha/w03562.npz,0.808,3.6703,60
tự (tự làm),tu_tu_lam,Dataset/Videos/W03568.mp4,motions/tu_tu_lam/w03568.json,features/tu_tu_lam/w03568.npz,0.5643,3.0364,60
tre,tre,Dataset/Videos/W03571B.mp4,motions/tre/w03571b.json,features/tre/w03571b.npz,0.6151,4.7047,60
tre,tre,Dataset/Videos/W03571N.mp4,motions/tre/w03571n.json,features/tre/w03571n.npz,0.6914,3.3033,60
tre,tre,Dataset/Videos/W03571T.mp4,motions/tre/w03571t.json,features/tre/w03571t.npz,0.6389,3.9039,60
trêu,treu,Dataset/Videos/W03573.mp4,motions/treu/w03573.json,features/treu/w03573.npz,0.979,5.1718,60
trêu tức,treu_tuc,Dataset/Videos/W03575.mp4,motions/treu_tuc/w03575.json,features/treu_tuc/w03575.npz,0.9796,5.3053,60
trí khôn,tri_khon,Dataset/Videos/W03576.mp4,motions/tri_khon/w03576.json,features/tri_khon/w03576.npz,0.9862,3.9373,60
trí thức,tri_thuc,Dataset/Videos/W03578.mp4,motions/tri_thuc/w03578.json,features/tri_thuc/w03578.npz,0.9557,8.8088,60
triều cường,trieu_cuong,Dataset/Videos/W03585.mp4,motions/trieu_cuong/w03585.json,features/trieu_cuong/w03585.npz,0.9797,5.3387,60
triều đình,trieu_inh,Dataset/Videos/W03587.mp4,motions/trieu_inh/w03587.json,features/trieu_inh/w03587.npz,0.9515,4.4711,60
trình bày,trinh_bay,Dataset/Videos/W03593.mp4,motions/trinh_bay/w03593.json,features/trinh_bay/w03593.npz,0.6121,4.1375,60
trình độ,trinh_o,Dataset/Videos/W03594.mp4,motions/trinh_o/w03594.json,features/trinh_o/w03594.npz,0.5197,8.2416,60
trò chơi,tro_choi,Dataset/Videos/W03599.mp4,motions/tro_choi/w03599.json,features/tro_choi/w03599.npz,0.5793,4.4378,60
trọc đầu,troc_au,Dataset/Videos/W03602B.mp4,motions/troc_au/w03602b.json,features/troc_au/w03602b.npz,0.4949,5.2386,60
trọc đầu,troc_au,Dataset/Videos/W03602N.mp4,motions/troc_au/w03602n.json,features/troc_au/w03602n.npz,0.6047,4.4711,60
trọc đầu,troc_au,Dataset/Videos/W03602T.mp4,motions/troc_au/w03602t.json,features/troc_au/w03602t.npz,0.6047,4.4711,60
trói tay,troi_tay,Dataset/Videos/W03603.mp4,motions/troi_tay/w03603.json,features/troi_tay/w03603.npz,0.7411,3.9373,60
tròn trịa (mặt),tron_tria_mat,Dataset/Videos/W03605.mp4,motions/tron_tria_mat/w03605.json,features/tron_tria_mat/w03605.npz,0.5572,4.6046,60
trong sáng,trong_sang,Dataset/Videos/W03606.mp4,motions/trong_sang/w03606.json,features/trong_sang/w03606.npz,0.732,3.8038,60
tròn,tron,Dataset/Videos/W03607.mp4,motions/tron/w03607.json,features/tron/w03607.npz,0.6834,9.009,60
trong ngoài,trong_ngoai,Dataset/Videos/W03611B.mp4,motions/trong_ngoai/w03611b.json,features/trong_ngoai/w03611b.npz,0.623,4.1708,60
trong ngoài,trong_ngoai,Dataset/Videos/W03611N.mp4,motions/trong_ngoai/w03611n.json,features/trong_ngoai/w03611n.npz,0.5806,9.3093,60
trong ngoài,trong_ngoai,Dataset/Videos/W03611T.mp4,motions/trong_ngoai/w03611t.json,features/trong_ngoai/w03611t.npz,0.5818,9.3093,60
trong suốt,trong_suot,Dataset/Videos/W03612.mp4,motions/trong_suot/w03612.json,features/trong_suot/w03612.npz,0.6322,8.8755,60
trọng tài,trong_tai,Dataset/Videos/W03614.mp4,motions/trong_tai/w03614.json,features/trong_tai/w03614.npz,0.4528,4.7381,60
xe tải,xe_tai,Dataset/Videos/W03615.mp4,motions/xe_tai/w03615.json,features/xe_tai/w03615.npz,0.7122,4.371,60
trộm cắp,trom_cap,Dataset/Videos/W03618.mp4,motions/trom_cap/w03618.json,features/trom_cap/w03618.npz,0.5538,4.2042,60
trốn chạy,tron_chay,Dataset/Videos/W03619B.mp4,motions/tron_chay/w03619b.json,features/tron_chay/w03619b.npz,0.5386,4.5379,60
trốn chạy,tron_chay,Dataset/Videos/W03619N.mp4,motions/tron_chay/w03619n.json,features/tron_chay/w03619n.npz,0.4487,8.3417,60
trốn chạy,tron_chay,Dataset/Videos/W03619T.mp4,motions/tron_chay/w03619t.json,features/tron_chay/w03619t.npz,0.4708,8.3417,60
trông chờ,trong_cho,Dataset/Videos/W03620B.mp4,motions/trong_cho/w03620b.json,features/trong_cho/w03620b.npz,0.6258,4.4044,60
trông chờ,trong_cho,Dataset/Videos/W03620N.mp4,motions/trong_cho/w03620n.json,features/trong_cho/w03620n.npz,0.5159,4.8382,60
trông chờ,trong_cho,Dataset/Videos/W03620T.mp4,motions/trong_cho/w03620t.json,features/trong_cho/w03620t.npz,0.5159,4.8382,60
trông coi,trong_coi,Dataset/Videos/W03621.mp4,motions/trong_coi/w03621.json,features/trong_coi/w03621.npz,0.4725,4.0707,60
trông nom,trong_nom,Dataset/Videos/W03622B.mp4,motions/trong_nom/w03622b.json,features/trong_nom/w03622b.npz,0.5893,4.4378,60
trông nom,trong_nom,Dataset/Videos/W03622N.mp4,motions/trong_nom/w03622n.json,features/trong_nom/w03622n.npz,0.4811,3.9706,60
trông nom,trong_nom,Dataset/Videos/W03622T.mp4,motions/trong_nom/w03622t.json,features/trong_nom/w03622t.npz,0.4811,3.9706,60
trống,trong,Dataset/Videos/W03624.mp4,motions/trong/w03624.json,features/trong/w03624.npz,0.6529,5.4388,60
trộn (đt),tron_t,Dataset/Videos/W03626.mp4,motions/tron_t/w03626.json,features/tron_t/w03626.npz,0.6481,4.0374,60
trở thành,tro_thanh,Dataset/Videos/W03629.mp4,motions/tro_thanh/w03629.json,features/tro_thanh/w03629.npz,0.5502,5.4721,60
trú mưa,tru_mua,Dataset/Videos/W03632.mp4,motions/tru_mua/w03632.json,features/tru_mua/w03632.npz,0.5583,4.7381,60
trục hoành,truc_hoanh,Dataset/Videos/W03633.mp4,motions/truc_hoanh/w03633.json,features/truc_hoanh/w03633.npz,0.601,4.1041,60
trục tung,truc_tung,Dataset/Videos/W03634.mp4,motions/truc_tung/w03634.json,features/truc_tung/w03634.npz,0.5709,3.9039,60
trục xuất,truc_xuat,Dataset/Videos/W03635.mp4,motions/truc_xuat/w03635.json,features/truc_xuat/w03635.npz,0.5667,3.7037,60
trụi lá,trui_la,Dataset/Videos/W03636B.mp4,motions/trui_la/w03636b.json,features/trui_la/w03636b.npz,0.9119,3.9373,60
trụi lá,trui_la,Dataset/Videos/W03636N.mp4,motions/trui_la/w03636n.json,features/trui_la/w03636n.npz,0.7114,7.1405,60
trụi lá,trui_la,Dataset/Videos/W03636T.mp4,motions/trui_la/w03636t.json,features/trui_la/w03636t.npz,0.7054,7.1405,60
trùm chăn,trum_chan,Dataset/Videos/W03637.mp4,motions/trum_chan/w03637.json,features/trum_chan/w03637.npz,0.6052,4.371,60
trung bình,trung_binh,Dataset/Videos/W03638.mp4,motions/trung_binh/w03638.json,features/trung_binh/w03638.npz,0.4742,4.2709,60
trung điểm,trung_iem,Dataset/Videos/W03641.mp4,motions/trung_iem/w03641.json,features/trung_iem/w03641.npz,0.6371,3.4368,60
Trung Quốc (nước Trung Quốc),trung_quoc_nuoc_trung_quoc,Dataset/Videos/W03642B.mp4,motions/trung_quoc_nuoc_trung_quoc/w03642b.json,features/trung_quoc_nuoc_trung_quoc/w03642b.npz,0.5048,3.637,60
Trung Quốc (nước Trung Quốc),trung_quoc_nuoc_trung_quoc,Dataset/Videos/W03642N.mp4,motions/trung_quoc_nuoc_trung_quoc/w03642n.json,features/trung_quoc_nuoc_trung_quoc/w03642n.npz,0.4284,4.8382,60
Trung Quốc (nước Trung Quốc),trung_quoc_nuoc_trung_quoc,Dataset/Videos/W03642T.mp4,motions/trung_quoc_nuoc_trung_quoc/w03642t.json,features/trung_quoc_nuoc_trung_quoc/w03642t.npz,0.5048,3.637,60
trung tâm,trung_tam,Dataset/Videos/W03643.mp4,motions/trung_tam/w03643.json,features/trung_tam/w03643.npz,0.5416,5.1385,60
trung thành,trung_thanh,Dataset/Videos/W03644.mp4,motions/trung_thanh/w03644.json,features/trung_thanh/w03644.npz,0.5437,8.1748,60
Trung Thu,trung_thu,Dataset/Videos/W03645B.mp4,motions/trung_thu/w03645b.json,features/trung_thu/w03645b.npz,0.9699,3.6036,60
Trung Thu,trung_thu,Dataset/Videos/W03645N.mp4,motions/trung_thu/w03645n.json,features/trung_thu/w03645n.npz,0.5768,9.6096,60
Trung Thu,trung_thu,Dataset/Videos/W03645T.mp4,motions/trung_thu/w03645t.json,features/trung_thu/w03645t.npz,0.5746,9.6096,60
trung ương,trung_uong,Dataset/Videos/W03646.mp4,motions/trung_uong/w03646.json,features/trung_uong/w03646.npz,0.4673,4.2376,60
